Symbol,Market,Name,Sector,Industry,ListingDate
A308170,KOSPI,센트랄모텍,자동차 신품 부품 제조업,"이너레이스, 오디 클러치보스, 로터샤프트, 슬리브기어, 컨트롤 암, 엑슬",2019-11-25
A012600,KOSPI,센트럴인사이트,일반 목적용 기계 제조업,"금융단말기(현금자동입출금기,온라인단말기),통신기기 제조,판매",1990-07-10
A331920,KOSDAQ,셀레믹스,기초 의약물질 및 생물학적 제제 제조업,타겟캡처키트,2020-08-21
A049180,KOSDAQ,셀루메드,기초 의약물질 및 생물학적 제제 제조업,"의료기기, 바이오시밀러 및 헬스케어사업",2002-05-23
A299660,KOSDAQ,셀리드,자연과학 및 공학 연구개발업,항암면역치료백신,2019-02-20
A268600,KOSDAQ,셀리버리,자연과학 및 공학 연구개발업,바이오의약품[iCP-Parkin(파킨슨병 치료제)]및 연구용 시약,2018-11-09
A108860,KOSDAQ,셀바스AI,소프트웨어 개발 및 공급업,인공지능 솔루션 등,2009-12-10
A208370,KOSDAQ,셀바스헬스케어,의료용 기기 제조업,"체성분측정기, 혈압계, 점자정보단말기",2014-12-17
A258250,KONEX,셀젠텍,소프트웨어 개발 및 공급업,"FOBI, C-Manager, S-Keeper",2016-12-13
A068270,KOSPI,셀트리온,기초 의약물질 및 생물학적 제제 제조업,"램시마, 트룩시마, 허쥬마",2018-02-09
A068760,KOSDAQ,셀트리온제약,의약품 제조업,고덱스 캡슐 외,2006-02-03
A091990,KOSDAQ,셀트리온헬스케어,기타 전문 도매업,바이오의약품 마케팅 및 판매,2017-07-28
A068940,KOSDAQ,셀피글로벌,전자부품 제조업,신용카드 및 전자화폐 등,2010-10-19
A060230,KOSDAQ,소니드,기타 화학제품 제조업,화학제품 및 전자재료,2002-06-25
A290690,KOSDAQ,소룩스,전구 및 조명장치 제조업,"실내등(형광등, LED등), 실외등, 특수등",2020-11-06
A950200,KOSDAQ,소마젠,"그외 기타 전문, 과학 및 기술 서비스업","유전체 분석 서비스 (NGS, CES 등)",2020-07-13
A032680,KOSDAQ,소프트센,기계장비 및 관련 물품 도매업,전산기기 및 정보통신공사,1997-07-18
A032685,KOSDAQ,소프트센우,,,
A258790,KOSDAQ,소프트캠프,소프트웨어 개발 및 공급업,통합보안솔루션,2017-04-27
A066910,KOSDAQ,손오공,기타 전문 도매업,"완구, 게임, 캐릭터수입수수료",2005-01-07
A043100,KOSDAQ,솔고바이오,의료용 기기 제조업,"가정용 온열치료기, 의료기구",2000-08-08
A336370,KOSPI,솔루스첨단소재,전자부품 제조업,"동박, 유압기기 등",2019-10-18
A33637K,KOSPI,솔루스첨단소재1우,,,
A33637L,KOSPI,솔루스첨단소재2우B,,,
A154040,KOSDAQ,솔루에타,전자부품 제조업,전자파 차폐소재,2013-12-27
A248070,KOSPI,솔루엠,전자부품 제조업,"POWER, 3in1 Board, ESL 등",2021-02-02
A035610,KOSDAQ,솔본,회사 본부 및 경영 컨설팅 서비스업,경영자문 및 지주사업,1999-08-13
A357780,KOSDAQ,솔브레인,기타 화학제품 제조업,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,2020-08-06
A036830,KOSDAQ,솔브레인홀딩스,회사 본부 및 경영 컨설팅 서비스업,"반도체,디스플레이,2차전지 공정용 화학제품",2000-01-18
A304100,KOSDAQ,솔트룩스,소프트웨어 개발 및 공급업,인공지능 및 빅데이터 소프트웨어,2020-07-23
A328380,KOSDAQ,솔트웨어,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",기업인수합병,2019-08-20
A004430,KOSPI,송원산업,기타 화학제품 제조업,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조",1977-06-25
A086980,KOSDAQ,쇼박스,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화투자및배급,2006-07-07
A050960,KOSDAQ,수산아이앤티,소프트웨어 개발 및 공급업,"공유단말접속관리서비스, 보안솔루션 등",2016-10-11
A126720,KOSPI,수산인더스트리,건물설비 설치 공사업,전력발전설비 정비 용역,2022-08-01
A017550,KOSPI,수산중공업,특수 목적용 기계 제조업,"유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매",1991-08-30
A253840,KOSDAQ,수젠텍,의료용품 및 기타 의약 관련제품 제조업,체외진단 기기 및 시약,2019-05-28
A185190,KONEX,수프로,산업용 농·축산물 및 동·식물 도매업,조경수용 수목,2013-10-29
A236200,KOSDAQ,슈프리마,통신 및 방송 장비 제조업,바이오인식 관련 제품,2016-02-05
A317770,KOSDAQ,슈프리마아이디,전자부품 제조업,"지문인식 등록, 인증 기기 및 솔루션",2019-08-01
A094840,KOSDAQ,슈프리마에이치큐,통신 및 방송 장비 제조업,지문인식솔루션및시스템,2008-07-11
A192440,KOSDAQ,슈피겐코리아,그외 기타 제품 제조업,"핸드폰 케이스, 액정보호필름",2014-11-05
A136510,KOSDAQ,스마트솔루션즈,특수 목적용 기계 제조업,"EV Z(전기차), EGIS(유리기판 검사장비), Smart-EPD 및 Smart-HMS(플라즈마 검사장비)",2011-11-18
A099440,KOSDAQ,스맥,특수 목적용 기계 제조업,공작기계 및 산업용로봇제조,2009-05-26
A053210,KOSPI,스카이라이프,텔레비전 방송업,위성방송서비스,2011-06-03
A033790,KOSDAQ,스카이문스테크놀로지,통신 및 방송 장비 제조업,무선통신시스템용 중계기,2001-06-26
A276040,KOSDAQ,스코넥,소프트웨어 개발 및 공급업,"XR 교육/훈련 시스템, VR 게임 콘텐츠 등",2022-02-04
A159910,KOSDAQ,스킨앤스킨,기타 화학제품 제조업,"화장품제조,마스크",2012-12-27
A115570,KOSDAQ,스타플렉스,플라스틱제품 제조업,"광고용플렉스(조명용,비조명용)",2010-01-27
A258540,KONEX,스템랩,자연과학 및 공학 연구개발업,"줄기세포치료제, 화장품, 전자의료기기 등",2016-11-29
A330730,KOSDAQ,스톤브릿지벤처스,기타 금융업,"창업투자, 사모투자",2022-02-25
A253450,KOSDAQ,스튜디오드래곤,"영화, 비디오물, 방송프로그램 제작 및 배급업","드라마 제작, 판매",2017-11-24
A204630,KOSDAQ,스튜디오산타클로스,창작 및 예술관련 서비스업,창작 및 예술관련 서비스업,2014-12-29
A026890,KOSPI,스틱인베스트먼트,신탁업 및 집합투자업,사모펀드(PEF),1997-11-25
A013810,KOSDAQ,스페코,특수 목적용 기계 제조업,아스팔트믹싱플랜트,1997-11-03
A049830,KOSDAQ,승일,기타 금속 가공제품 제조업,"에어졸캔,에어졸발브,일반관",2001-01-18
A020710,KOSDAQ,시공테크,전문디자인업,"박물관, 전시관, 엑스포, 특수영상",1999-08-13
A033170,KOSDAQ,시그네틱스,반도체 제조업,반도체 패키징,2010-11-26
A048870,KOSDAQ,시너지이노베이션,의료용 기기 제조업,카메라 어플리케이션 프로세서(CAP),2004-08-13
A025320,KOSDAQ,시노펙스,전자부품 제조업,"전자부품, 필터",1995-04-20
A134790,KOSPI,시디즈,가구 제조업,의자,2011-01-25
A269620,KOSDAQ,시스웍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","클린룸 제어시스템, BLDC모터, 공조장치 제어기 등",2017-12-26
A131090,KOSDAQ,시큐브,소프트웨어 개발 및 공급업,"시스템보안관리솔루션, 정보유출방지솔루션",2011-12-21
A232830,KONEX,시큐센,소프트웨어 개발 및 공급업,"모바일보안 및 보안 SI서비스, 생체인식기반의 바이오인증",2016-11-29
A139050,KOSDAQ,시티랩스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","용역서비스(ITS,BIS,ATMS,BRT)",2011-07-29
A016590,KOSPI,신대양제지,"골판지, 종이 상자 및 종이용기 제조업","골판지용 골심지,라이너지 제조,수출입",1995-12-21
A290520,KOSDAQ,신도기연,특수 목적용 기계 제조업,"OLED용 후공정장비(라미네이터, 오토클레이브 등)",2020-07-06
A029530,KOSPI,신도리코,컴퓨터 및 주변장치 제조업,"복사기, 3D프린터, 프린터, 주변기기 제조,판매",1996-12-24
A004970,KOSPI,신라교역,어로 어업,"원양어업(참치,명태,휠레트,연육,명란,새우),어획물 판매/직물 수출",1976-06-30
A001000,KOSDAQ,신라섬유,가전제품 및 정보통신장비 소매업,부동산,1994-06-28
A025870,KOSDAQ,신라에스지,음·식료품 및 담배 도매업,수산물도매,1995-07-07
A215600,KOSDAQ,신라젠,자연과학 및 공학 연구개발업,펙사벡(바이러스 항암면역치료제),2016-12-06
A065350,KOSDAQ,신성델타테크,가정용 기기 제조업,"세탁기, 자동차, 에어컨 및 LCD 부품",2004-08-06
A011930,KOSPI,신성이엔지,반도체 제조업,"태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비",1996-07-31
A005390,KOSPI,신성통상,기타 전문 도매업,"의류,악세사리(모자,벨트,가방) 도매/의류 제조",1975-12-22
A004170,KOSPI,신세계,종합 소매업,"백화점,할인점(E마트)",1985-08-19
A035510,KOSPI,신세계 I&C,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권",2006-05-18
A034300,KOSPI,신세계건설,건물 건설업,"토목,건축,건축관련기술서비스,빌딩관리용역,골프장,내장공사,시설개보수,설계용역",2002-06-17
A031430,KOSPI,신세계인터내셔날,"섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매",2011-07-14
A031440,KOSPI,신세계푸드,음식점업,"단체급식, 식자재유통, 외식",2010-04-29
A006880,KOSPI,신송홀딩스,산업용 농·축산물 및 동·식물 도매업,사업경영 및 관리자문,2013-11-21
A002800,KOSDAQ,신신제약,의약품 제조업,파스류 (신신파스 아렉스 등),2017-02-28
A344050,KOSDAQ,신영스팩6호,금융 지원 서비스업,기업인수,2020-02-12
A419270,KOSDAQ,신영스팩7호,금융 지원 서비스업,기업인수,2022-04-28
A430220,KOSDAQ,신영스팩8호,금융 지원 서비스업,기업인수,2022-08-26
A005800,KOSPI,신영와코루,봉제의복 제조업,"여성용 내의류(화운데이션,란제리,블래지어),환자,노령자용 파자마,남성용 내의류 제조",1976-12-28
A001720,KOSPI,신영증권,금융 지원 서비스업,증권업,1987-08-24
A001725,KOSPI,신영증권우,,,
A009270,KOSPI,신원,봉제의복 제조업,"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업",1988-08-24
A017000,KOSDAQ,신원종합개발,건물 건설업,토건,1994-12-07
A002700,KOSPI,신일전자,기계장비 및 관련 물품 도매업,"가정용 전기기구(선풍기,난로,세탁기),전자기구,연구기구 제조,수출입",1975-09-30
A012790,KOSDAQ,신일제약,의약품 제조업,"디펜플라스타, 맥스케어, 트레스, 리피칸",1999-08-13
A138070,KOSDAQ,신진에스엠,기타 금속 가공제품 제조업,표준 플레이트,2011-11-28
A226330,KOSDAQ,신테카바이오,소프트웨어 개발 및 공급업,유전체 빅데이터 기반의 AI신약개발 및 정밀의료서비스,2019-12-17
A019170,KOSPI,신풍제약,의약품 제조업,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매",1990-01-20
A019175,KOSPI,신풍제약우,,,
A002870,KOSPI,신풍제지,기타 전문 도매업,"마닐라판지 제조,도소매",1976-06-30
A500059,KOSPI,신한 FnGuide 메타버스 ETN,,,
A500064,KOSPI,신한 FnGuide 폐기물처리 ETN,,,
A500001,KOSPI,신한 K200 USD 선물 바이셀 ETN,,,
A500058,KOSPI,신한 S&P500 VIX S/T 선물 ETN C,,,
A500002,KOSPI,신한 USD K200 선물 바이셀 ETN,,,
A500015,KOSPI,신한 WTI원유 선물 ETN(H),,,
A500018,KOSPI,신한 구리 선물 ETN(H),,,
A500016,KOSPI,신한 금 선물 ETN(H),,,
A500009,KOSPI,신한 다우존스지수 선물 ETN(H),,,
A500011,KOSPI,신한 달러인덱스 선물 ETN(H),,,
A500067,KOSPI,신한 레버리지 10년 국채선물 ETN,,,
A500056,KOSPI,신한 레버리지 Russell 2000 ETN,,,
A500050,KOSPI,신한 레버리지 S&P500 선물 ETN,,,
A500019,KOSPI,신한 레버리지 WTI원유 선물 ETN(H),,,
A500040,KOSPI,신한 레버리지 구리 선물 ETN,,,
A500037,KOSPI,신한 레버리지 금 선물 ETN,,,
A500020,KOSPI,신한 레버리지 다우존스지수 선물 ETN(H),,,
A500035,KOSPI,신한 레버리지 미국달러 선물 ETN,,,
A500029,KOSPI,신한 레버리지 은 선물 ETN(H),,,
A500053,KOSPI,신한 레버리지 천연가스 선물 ETN,,,
A500004,KOSPI,신한 브렌트원유 선물 ETN(H),,,
A500065,KOSPI,신한 블룸버그 레버리지 WTI원유 선물 ETN,,,
A500066,KOSPI,신한 블룸버그 인버스 2X WTI원유 선물 ETN,,,
A500013,KOSPI,신한 옥수수 선물 ETN(H),,,
A500017,KOSPI,신한 은 선물 ETN(H),,,
A500068,KOSPI,신한 인버스 2X 10년 국채선물 ETN,,,
A500057,KOSPI,신한 인버스 2X Russell 2000 ETN,,,
A500051,KOSPI,신한 인버스 2X S&P500 선물 ETN,,,
A500027,KOSPI,신한 인버스 2X WTI원유 선물 ETN(H),,,
A500041,KOSPI,신한 인버스 2X 구리 선물 ETN,,,
A500038,KOSPI,신한 인버스 2X 금 선물 ETN,,,
A500028,KOSPI,신한 인버스 2X 다우존스지수 선물 ETN(H),,,
A500036,KOSPI,신한 인버스 2X 미국달러 선물 ETN,,,
A500030,KOSPI,신한 인버스 2X 은 선물 ETN(H),,,
A500054,KOSPI,신한 인버스 2X 천연가스 선물 ETN,,,
A500032,KOSPI,신한 인버스 2X 천연가스 선물 ETN(H),,,
A500055,KOSPI,신한 인버스 Russell 2000 ETN,,,
A500003,KOSPI,신한 인버스 WTI원유 선물 ETN(H),,,
A500008,KOSPI,신한 인버스 구리 선물 ETN(H),,,
A500006,KOSPI,신한 인버스 금 선물 ETN(H),,,
A500010,KOSPI,신한 인버스 다우존스지수 선물 ETN(H),,,
A500012,KOSPI,신한 인버스 달러인덱스 선물 ETN(H),,,
A500005,KOSPI,신한 인버스 브렌트원유 선물 ETN(H),,,
A500014,KOSPI,신한 인버스 옥수수 선물 ETN(H),,,
A500007,KOSPI,신한 인버스 은 선물 ETN(H),,,
A500063,KOSPI,신한 인버스 코스닥 150 선물 ETN,,,
A500061,KOSPI,신한 인버스 코스피 200 선물 ETN,,,
A500024,KOSPI,신한 인버스 콩 선물 ETN(H),,,
A500062,KOSPI,신한 코스닥 150 ETN,,,
A500060,KOSPI,신한 코스피 200 ETN,,,
A500023,KOSPI,신한 콩 선물 ETN(H),,,
A50H501,KOSPI,신한H501삼성전자콜,,,
A50H502,KOSPI,신한H502삼성전자콜,,,
A50H503,KOSPI,신한H503삼성전자콜,,,
A50H504,KOSPI,신한H504삼성전자콜,,,
A50H505,KOSPI,신한H505삼성전자콜,,,
A50H506,KOSPI,신한H506삼성전자콜,,,
A50H507,KOSPI,신한H507삼성전자콜,,,
A50H508,KOSPI,신한H508삼성전자콜,,,
A50H509,KOSPI,신한H509삼성전자콜,,,
A50H511,KOSPI,신한H511삼성전자콜,,,
A50H512,KOSPI,신한H512삼성전자풋,,,
A50H513,KOSPI,신한H513삼성전자풋,,,
A50H514,KOSPI,신한H514삼성전자풋,,,
A50H515,KOSPI,신한H515삼성전자풋,,,
A50H516,KOSPI,신한H516삼성전자풋,,,
A50H517,KOSPI,신한H517삼성전자풋,,,
A50H518,KOSPI,신한H518삼성전자풋,,,
A50H519,KOSPI,신한H519삼성전자풋,,,
A50H520,KOSPI,신한H520LG에너지콜,,,
A50H521,KOSPI,신한H521LG에너지콜,,,
A50H522,KOSPI,신한H522LG에너지콜,,,
A50H523,KOSPI,신한H523SK하이닉콜,,,
A50H524,KOSPI,신한H524SK하이닉콜,,,
A50H526,KOSPI,신한H526SK하이닉콜,,,
A50H527,KOSPI,신한H527SK하이닉콜,,,
A50H528,KOSPI,신한H528SK하이닉콜,,,
A50H529,KOSPI,신한H529SK하이닉풋,,,
A50H530,KOSPI,신한H530카카오콜,,,
A50H531,KOSPI,신한H531카카오콜,,,
A50H532,KOSPI,신한H532카카오풋,,,
A50H533,KOSPI,신한H533카카오풋,,,
A50H536,KOSPI,신한H536LG화학콜,,,
A50H539,KOSPI,신한H539네이버콜,,,
A50H540,KOSPI,신한H540네이버콜,,,
A50H541,KOSPI,신한H541네이버풋,,,
A50H543,KOSPI,신한H543삼성SDI콜,,,
A50H544,KOSPI,신한H544삼성SDI콜,,,
A50H546,KOSPI,신한H546LG이노텍콜,,,
A50H547,KOSPI,신한H547LG이노텍풋,,,
A50H548,KOSPI,신한H548현대차콜,,,
A50H549,KOSPI,신한H549현대차콜,,,
A50H550,KOSPI,신한H550현대차콜,,,
A50H551,KOSPI,신한H551현대차콜,,,
A50H554,KOSPI,신한H554엘지전자콜,,,
A50H555,KOSPI,신한H555엘지전자콜,,,
A50H561,KOSPI,신한H561기아콜,,,
A50H562,KOSPI,신한H562기아콜,,,
A50H563,KOSPI,신한H563기아콜,,,
A50H564,KOSPI,신한H564기아콜,,,
A50H567,KOSPI,신한H567삼성전기콜,,,
A50H568,KOSPI,신한H568삼성전기풋,,,
A50H569,KOSPI,신한H569카카뱅크콜,,,
A50H572,KOSPI,신한H572POSCO홀콜,,,
A50H573,KOSPI,신한H573POSCO홀콜,,,
A50H574,KOSPI,신한H574POSCO홀콜,,,
A50H575,KOSPI,신한H575POSCO홀풋,,,
A50H576,KOSPI,신한H576POSCO홀풋,,,
A50H577,KOSPI,신한H577NC소프트콜,,,
A50H578,KOSPI,신한H578DB하이텍콜,,,
A50H579,KOSPI,신한H579DB하이텍콜,,,
A50H580,KOSPI,신한H580엘지디스콜,,,
A50H581,KOSPI,신한H581엘지디스콜,,,
A50H582,KOSPI,신한H582엘지디스콜,,,
A50H583,KOSPI,신한H583LG생건콜,,,
A50H584,KOSPI,신한H584LG생건콜,,,
A50H585,KOSPI,신한H585LG생건풋,,,
A50H586,KOSPI,신한H586모비스콜,,,
A50H587,KOSPI,신한H587모비스콜,,,
A50H588,KOSPI,신한H588모비스콜,,,
A50H589,KOSPI,신한H589아모레콜,,,
A50H591,KOSPI,신한H591아모레풋,,,
A50H592,KOSPI,신한H592아모레풋,,,
A50H593,KOSPI,신한H593아모레풋,,,
A50H596,KOSPI,신한H596호텔신라콜,,,
A50H598,KOSPI,신한H598호텔신라콜,,,
A50H599,KOSPI,신한H599호텔신라풋,,,
A50H600,KOSPI,신한H600호텔신라풋,,,
A50H601,KOSPI,신한H601삼성전자콜,,,
A50H603,KOSPI,신한H603LG에너지콜,,,
A50H604,KOSPI,신한H604LG에너지콜,,,
A50H605,KOSPI,신한H605SK하이닉콜,,,
A50H606,KOSPI,신한H606SK하이닉콜,,,
A50H607,KOSPI,신한H607카카오콜,,,
A50H609,KOSPI,신한H609카카오풋,,,
A50H612,KOSPI,신한H612네이버콜,,,
A50H615,KOSPI,신한H615삼성SDI콜,,,
A50H617,KOSPI,신한H617LG이노텍콜,,,
A50H619,KOSPI,신한H619현대차콜,,,
A50H620,KOSPI,신한H620엘지전자콜,,,
A50H621,KOSPI,신한H621엘지전자콜,,,
A50H625,KOSPI,신한H625기아콜,,,
A50H628,KOSPI,신한H628카카뱅크콜,,,
A50H630,KOSPI,신한H630POSCO홀콜,,,
A50H631,KOSPI,신한H631POSCO홀콜,,,
A50H632,KOSPI,신한H632NC소프트콜,,,
A50H633,KOSPI,신한H633NC소프트콜,,,
A50H634,KOSPI,신한H634DB하이텍콜,,,
A50H636,KOSPI,신한H636엘지디스콜,,,
A50H639,KOSPI,신한H639LG생건콜,,,
A50H640,KOSPI,신한H640LG생건풋,,,
A50H641,KOSPI,신한H641모비스콜,,,
A50H642,KOSPI,신한H642모비스콜,,,
A50H643,KOSPI,신한H643아모레콜,,,
A50H644,KOSPI,신한H644아모레콜,,,
A50H645,KOSPI,신한H645아모레풋,,,
A50H647,KOSPI,신한H647SK아이이콜,,,
A50H648,KOSPI,신한H648호텔신라콜,,,
A50H649,KOSPI,신한H649호텔신라콜,,,
A50H650,KOSPI,신한H650호텔신라풋,,,
A50H652,KOSPI,신한H652삼성전자콜,,,
A50H653,KOSPI,신한H653삼성전자콜,,,
A50H654,KOSPI,신한H654삼성전자콜,,,
A50H656,KOSPI,신한H656삼성전자콜,,,
A50H657,KOSPI,신한H657삼성전자풋,,,
A50H659,KOSPI,신한H659삼성전자풋,,,
A50H660,KOSPI,신한H660SK하이닉콜,,,
A50H661,KOSPI,신한H661SK하이닉콜,,,
A50H662,KOSPI,신한H662SK하이닉콜,,,
A50H663,KOSPI,신한H663SK하이닉콜,,,
A50H664,KOSPI,신한H664SK하이닉콜,,,
A50H665,KOSPI,신한H665SK하이닉풋,,,
A50H666,KOSPI,신한H666네이버콜,,,
A50H667,KOSPI,신한H667네이버콜,,,
A50H668,KOSPI,신한H668네이버콜,,,
A50H669,KOSPI,신한H669네이버콜,,,
A50H670,KOSPI,신한H670네이버콜,,,
A50H671,KOSPI,신한H671네이버풋,,,
A50H672,KOSPI,신한H672네이버풋,,,
A50H673,KOSPI,신한H673네이버풋,,,
A50H674,KOSPI,신한H674삼성SDI콜,,,
A50H676,KOSPI,신한H676삼성SDI콜,,,
A50H677,KOSPI,신한H677삼성SDI콜,,,
A50H678,KOSPI,신한H678삼성SDI풋,,,
A50H679,KOSPI,신한H679카카오콜,,,
A50H682,KOSPI,신한H682카카오콜,,,
A50H683,KOSPI,신한H683카카오콜,,,
A50H684,KOSPI,신한H684LG에너지콜,,,
A50H685,KOSPI,신한H685LG에너지콜,,,
A50H687,KOSPI,신한H687LG에너지풋,,,
A50H688,KOSPI,신한H688LG에너지풋,,,
A50H689,KOSPI,신한H689LG에너지풋,,,
A50H690,KOSPI,신한H690LG에너지풋,,,
A50H691,KOSPI,신한H691현대차콜,,,
A50H692,KOSPI,신한H692현대차콜,,,
A50H694,KOSPI,신한H694현대차풋,,,
A50H695,KOSPI,신한H695LG화학콜,,,
A50H696,KOSPI,신한H696LG화학콜,,,
A50H697,KOSPI,신한H697LG화학콜,,,
A50H700,KOSPI,신한H700기아콜,,,
A50H701,KOSPI,신한H701기아콜,,,
A50H702,KOSPI,신한H702기아콜,,,
A50H703,KOSPI,신한H703기아콜,,,
A50H704,KOSPI,신한H704엘지전자콜,,,
A50H705,KOSPI,신한H705엘지전자콜,,,
A50H706,KOSPI,신한H706엘지전자풋,,,
A50H707,KOSPI,신한H707두산에너콜,,,
A50H708,KOSPI,신한H708두산에너콜,,,
A50H709,KOSPI,신한H709두산에너콜,,,
A50H710,KOSPI,신한H710두산에너콜,,,
A50H711,KOSPI,신한H711두산에너풋,,,
A50H714,KOSPI,신한H714두산에너풋,,,
A50H715,KOSPI,신한H715LG이노텍콜,,,
A50H716,KOSPI,신한H716LG이노텍콜,,,
A50H717,KOSPI,신한H717LG이노텍콜,,,
A50H718,KOSPI,신한H718LG이노텍콜,,,
A50H719,KOSPI,신한H719LG이노텍풋,,,
A50H720,KOSPI,신한H720삼성전기콜,,,
A50H721,KOSPI,신한H721SK이노콜,,,
A50H722,KOSPI,신한H722SK이노콜,,,
A50H723,KOSPI,신한H723하이브콜,,,
A50H724,KOSPI,신한H724하이브콜,,,
A50H725,KOSPI,신한H725하이브콜,,,
A50H726,KOSPI,신한H726하이브풋,,,
A50H727,KOSPI,신한H727하이브풋,,,
A50H728,KOSPI,신한H728하이브풋,,,
A50H729,KOSPI,신한H729하이브풋,,,
A50H730,KOSPI,신한H730POSCO홀콜,,,
A50H731,KOSPI,신한H731셀트리온콜,,,
A50H732,KOSPI,신한H732셀트리온콜,,,
A50H733,KOSPI,신한H733셀트리온콜,,,
A50H734,KOSPI,신한H734셀트리온콜,,,
A50H735,KOSPI,신한H735셀트리온콜,,,
A50H736,KOSPI,신한H736셀트리온콜,,,
A50H737,KOSPI,신한H737셀트리온풋,,,
A50H740,KOSPI,신한H740LG생건콜,,,
A50H741,KOSPI,신한H741LG생건콜,,,
A50H742,KOSPI,신한H742LG생건콜,,,
A50H743,KOSPI,신한H743LG생건콜,,,
A50H744,KOSPI,신한H744LG생건풋,,,
A50H745,KOSPI,신한H745LG생건풋,,,
A50H746,KOSPI,신한H746LG생건풋,,,
A50H747,KOSPI,신한H747LG생건풋,,,
A50H748,KOSPI,신한H748크래프톤콜,,,
A50H749,KOSPI,신한H749크래프톤콜,,,
A50H750,KOSPI,신한H750크래프톤콜,,,
A50H751,KOSPI,신한H751크래프톤풋,,,
A50H752,KOSPI,신한H752크래프톤풋,,,
A50H753,KOSPI,신한H753크래프톤풋,,,
A50H755,KOSPI,신한H755카카뱅크콜,,,
A50H756,KOSPI,신한H756카카뱅크콜,,,
A50H757,KOSPI,신한H757카카뱅크콜,,,
A50H759,KOSPI,신한H759카카뱅크풋,,,
A50H761,KOSPI,신한H761카카뱅크풋,,,
A50H763,KOSPI,신한H763카카뱅크풋,,,
A50H764,KOSPI,신한H764아모레콜,,,
A50H765,KOSPI,신한H765아모레콜,,,
A50H766,KOSPI,신한H766아모레콜,,,
A50H767,KOSPI,신한H767아모레풋,,,
A50H768,KOSPI,신한H768아모레풋,,,
A50H769,KOSPI,신한H769아모레풋,,,
A50H770,KOSPI,신한H770아모레풋,,,
A50H771,KOSPI,신한H771NC소프트콜,,,
A50H772,KOSPI,신한H772NC소프트콜,,,
A50H773,KOSPI,신한H773NC소프트콜,,,
A50H774,KOSPI,신한H774NC소프트풋,,,
A50H775,KOSPI,신한H775NC소프트풋,,,
A50H776,KOSPI,신한H776NC소프트풋,,,
A50H777,KOSPI,신한H777모비스콜,,,
A50H778,KOSPI,신한H778모비스콜,,,
A50H779,KOSPI,신한H779모비스콜,,,
A50H780,KOSPI,신한H780모비스콜,,,
A50H783,KOSPI,신한H783카카페이콜,,,
A50H784,KOSPI,신한H784카카페이콜,,,
A50H785,KOSPI,신한H785카카페이풋,,,
A50H787,KOSPI,신한H787카카페이풋,,,
A50H788,KOSPI,신한H788카카페이풋,,,
A50H789,KOSPI,신한H789카카페이풋,,,
A50H790,KOSPI,신한H790엘지디스콜,,,
A50H791,KOSPI,신한H791SK아이이콜,,,
A50H792,KOSPI,신한H792SK아이이콜,,,
A50H793,KOSPI,신한H793SK아이이콜,,,
A50H794,KOSPI,신한H794SK아이이콜,,,
A50H795,KOSPI,신한H795SK아이이풋,,,
A50H796,KOSPI,신한H796SK아이이풋,,,
A50H797,KOSPI,신한H797SK아이이풋,,,
A50H798,KOSPI,신한H798SK아이이풋,,,
A50H799,KOSPI,신한H799SK아이이풋,,,
A50H800,KOSPI,신한H800SK아이이풋,,,
A50H813,KOSPI,신한H813삼성전자풋,,,
A50H824,KOSPI,신한H824SK하이닉풋,,,
A50H825,KOSPI,신한H825SK하이닉풋,,,
A50H831,KOSPI,신한H831네이버풋,,,
A50H832,KOSPI,신한H832네이버풋,,,
A50H833,KOSPI,신한H833네이버풋,,,
A50H834,KOSPI,신한H834네이버풋,,,
A50H842,KOSPI,신한H842삼성SDI풋,,,
A50H849,KOSPI,신한H849카카오풋,,,
A50H850,KOSPI,신한H850카카오풋,,,
A50H851,KOSPI,신한H851카카오풋,,,
A50H861,KOSPI,신한H861현대차풋,,,
A50H865,KOSPI,신한H865LG화학콜,,,
A50H867,KOSPI,신한H867LG화학풋,,,
A50H868,KOSPI,신한H868LG화학풋,,,
A50H883,KOSPI,신한H883두산에너콜,,,
A50H897,KOSPI,신한H897SK이노콜,,,
A50H898,KOSPI,신한H898SK이노콜,,,
A50H913,KOSPI,신한H913셀트리온풋,,,
A50H927,KOSPI,신한H927카카뱅크풋,,,
A50H937,KOSPI,신한H937모비스콜,,,
